,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address
4697,2015-04,PASIR RIS,5 ROOM,515,PASIR RIS ST 52,01 TO 03,129.0,Improved,1993,77,460000.0,515 PASIR RIS ST 52
4698,2015-04,PASIR RIS,5 ROOM,742,PASIR RIS ST 71,10 TO 12,127.0,Improved,1996,80,460000.0,742 PASIR RIS ST 71
4699,2015-04,PASIR RIS,5 ROOM,638,PASIR RIS DR 1,10 TO 12,121.0,Improved,1995,79,465000.0,638 PASIR RIS DR 1
4700,2015-04,PASIR RIS,5 ROOM,216,PASIR RIS ST 21,04 TO 06,125.0,Improved,1993,77,478000.0,216 PASIR RIS ST 21
4701,2015-04,PASIR RIS,5 ROOM,138,PASIR RIS ST 11,01 TO 03,131.0,Model A,1994,78,485000.0,138 PASIR RIS ST 11
4702,2015-04,PASIR RIS,5 ROOM,567,PASIR RIS ST 51,07 TO 09,121.0,Improved,1992,76,490000.0,567 PASIR RIS ST 51
4703,2015-04,PASIR RIS,5 ROOM,212,PASIR RIS ST 21,01 TO 03,139.0,Model A,1993,77,500000.0,212 PASIR RIS ST 21
4704,2015-04,PASIR RIS,5 ROOM,556,PASIR RIS ST 51,04 TO 06,124.0,Improved,1992,76,500000.0,556 PASIR RIS ST 51
4705,2015-04,PASIR RIS,5 ROOM,744,PASIR RIS ST 71,10 TO 12,127.0,Improved,1996,80,508000.0,744 PASIR RIS ST 71
4706,2015-04,PASIR RIS,5 ROOM,615,ELIAS RD,16 TO 18,134.0,Model A,1996,80,568000.0,615 ELIAS RD
4707,2015-04,PASIR RIS,EXECUTIVE,153,PASIR RIS ST 13,04 TO 06,146.0,Apartment,1995,78,550000.0,153 PASIR RIS ST 13
4708,2015-04,PASIR RIS,EXECUTIVE,463,PASIR RIS ST 41,01 TO 03,145.0,Apartment,1992,76,555000.0,463 PASIR RIS ST 41
4709,2015-04,PASIR RIS,EXECUTIVE,456,PASIR RIS DR 4,07 TO 09,142.0,Apartment,1992,76,570000.0,456 PASIR RIS DR 4
4710,2015-04,PASIR RIS,EXECUTIVE,245,PASIR RIS ST 21,07 TO 09,146.0,Apartment,1993,77,580000.0,245 PASIR RIS ST 21
4711,2015-04,PASIR RIS,EXECUTIVE,457,PASIR RIS DR 4,04 TO 06,146.0,Apartment,1992,76,610000.0,457 PASIR RIS DR 4
4712,2015-04,PASIR RIS,EXECUTIVE,128,PASIR RIS ST 11,04 TO 06,154.0,Maisonette,1988,72,615000.0,128 PASIR RIS ST 11
4713,2015-04,PASIR RIS,EXECUTIVE,537,PASIR RIS ST 51,10 TO 12,144.0,Apartment,1992,76,630000.0,537 PASIR RIS ST 51
4714,2015-04,PASIR RIS,EXECUTIVE,413,PASIR RIS DR 6,01 TO 03,146.0,Maisonette,1989,73,668000.0,413 PASIR RIS DR 6
4715,2015-04,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,10 TO 12,146.0,Maisonette,1988,72,680000.0,101 PASIR RIS ST 12
4716,2015-04,PUNGGOL,4 ROOM,174C,EDGEDALE PLAINS,01 TO 03,90.0,Model A,2004,87,363000.0,174C EDGEDALE PLAINS
4717,2015-04,PUNGGOL,4 ROOM,110C,PUNGGOL FIELD,04 TO 06,90.0,Model A,2003,87,380000.0,110C PUNGGOL FIELD
4718,2015-04,PUNGGOL,4 ROOM,128C,PUNGGOL FIELD WALK,07 TO 09,85.0,Model A,2003,87,388000.0,128C PUNGGOL FIELD WALK
4719,2015-04,PUNGGOL,4 ROOM,128A,PUNGGOL FIELD WALK,10 TO 12,85.0,Model A,2003,87,390000.0,128A PUNGGOL FIELD WALK
4720,2015-04,PUNGGOL,4 ROOM,110B,PUNGGOL FIELD,10 TO 12,90.0,Model A,2003,87,398000.0,110B PUNGGOL FIELD
4721,2015-04,PUNGGOL,4 ROOM,107C,EDGEFIELD PLAINS,13 TO 15,90.0,Model A,2003,87,400000.0,107C EDGEFIELD PLAINS
4722,2015-04,PUNGGOL,4 ROOM,167D,PUNGGOL EAST,01 TO 03,92.0,Premium Apartment,2009,92,410000.0,167D PUNGGOL EAST
4723,2015-04,PUNGGOL,4 ROOM,637C,PUNGGOL DR,01 TO 03,91.0,Premium Apartment,2005,88,410000.0,637C PUNGGOL DR
4724,2015-04,PUNGGOL,4 ROOM,201B,PUNGGOL FIELD,07 TO 09,90.0,Model A,2004,88,418000.0,201B PUNGGOL FIELD
4725,2015-04,PUNGGOL,4 ROOM,633A,PUNGGOL DR,04 TO 06,91.0,Premium Apartment,2007,91,425000.0,633A PUNGGOL DR
4726,2015-04,PUNGGOL,4 ROOM,301D,PUNGGOL PL,01 TO 03,93.0,Premium Apartment,2011,94,425000.0,301D PUNGGOL PL
4727,2015-04,PUNGGOL,4 ROOM,168A,PUNGGOL EAST,07 TO 09,92.0,Premium Apartment,2009,92,427000.0,168A PUNGGOL EAST
4728,2015-04,PUNGGOL,4 ROOM,195D,PUNGGOL RD,04 TO 06,90.0,Premium Apartment,2007,91,428000.0,195D PUNGGOL RD
4729,2015-04,PUNGGOL,4 ROOM,195A,PUNGGOL RD,07 TO 09,90.0,Premium Apartment,2007,91,430000.0,195A PUNGGOL RD
4730,2015-04,PUNGGOL,4 ROOM,160B,PUNGGOL CTRL,07 TO 09,94.0,Premium Apartment,2004,88,433000.0,160B PUNGGOL CTRL
4731,2015-04,PUNGGOL,4 ROOM,195A,PUNGGOL RD,04 TO 06,90.0,Premium Apartment,2007,91,438000.0,195A PUNGGOL RD
4732,2015-04,PUNGGOL,4 ROOM,167A,PUNGGOL EAST,10 TO 12,92.0,Premium Apartment,2009,92,460000.0,167A PUNGGOL EAST
4733,2015-04,PUNGGOL,4 ROOM,303A,PUNGGOL CTRL,13 TO 15,93.0,Premium Apartment,2010,94,475000.0,303A PUNGGOL CTRL
4734,2015-04,PUNGGOL,4 ROOM,302B,PUNGGOL PL,16 TO 18,93.0,Premium Apartment,2011,95,480000.0,302B PUNGGOL PL
4735,2015-04,PUNGGOL,4 ROOM,301A,PUNGGOL CTRL,10 TO 12,93.0,Premium Apartment,2010,94,512000.0,301A PUNGGOL CTRL
4736,2015-04,PUNGGOL,5 ROOM,182,EDGEFIELD PLAINS,01 TO 03,110.0,Premium Apartment,2003,87,400000.0,182 EDGEFIELD PLAINS
4737,2015-04,PUNGGOL,5 ROOM,133,EDGEDALE PLAINS,16 TO 18,111.0,Premium Apartment,2003,87,420000.0,133 EDGEDALE PLAINS
4738,2015-04,PUNGGOL,5 ROOM,138,EDGEDALE PLAINS,16 TO 18,111.0,Premium Apartment,2003,87,420000.0,138 EDGEDALE PLAINS
4739,2015-04,PUNGGOL,5 ROOM,102B,PUNGGOL FIELD,07 TO 09,109.0,Improved,2002,86,430000.0,102B PUNGGOL FIELD
4740,2015-04,PUNGGOL,5 ROOM,201B,PUNGGOL FIELD,04 TO 06,110.0,Improved,2004,88,430000.0,201B PUNGGOL FIELD
4741,2015-04,PUNGGOL,5 ROOM,138,EDGEDALE PLAINS,13 TO 15,111.0,Premium Apartment,2003,87,431888.0,138 EDGEDALE PLAINS
4742,2015-04,PUNGGOL,5 ROOM,128C,PUNGGOL FIELD WALK,16 TO 18,110.0,Improved,2003,87,433000.0,128C PUNGGOL FIELD WALK
4743,2015-04,PUNGGOL,5 ROOM,110B,PUNGGOL FIELD,13 TO 15,110.0,Improved,2003,87,435000.0,110B PUNGGOL FIELD
4744,2015-04,PUNGGOL,5 ROOM,178,EDGEFIELD PLAINS,10 TO 12,110.0,Premium Apartment,2003,87,438000.0,178 EDGEFIELD PLAINS
4745,2015-04,PUNGGOL,5 ROOM,642C,PUNGGOL DR,10 TO 12,111.0,Premium Apartment,2005,88,455000.0,642C PUNGGOL DR
4746,2015-04,PUNGGOL,5 ROOM,109B,EDGEDALE PLAINS,07 TO 09,110.0,Improved,2003,87,458000.0,109B EDGEDALE PLAINS
4747,2015-04,PUNGGOL,5 ROOM,109C,EDGEDALE PLAINS,13 TO 15,110.0,Improved,2003,87,458888.0,109C EDGEDALE PLAINS
4748,2015-04,PUNGGOL,5 ROOM,116,EDGEFIELD PLAINS,13 TO 15,112.0,Premium Apartment,2003,87,460000.0,116 EDGEFIELD PLAINS
4749,2015-04,PUNGGOL,5 ROOM,643,PUNGGOL CTRL,07 TO 09,110.0,Premium Apartment,2005,88,460000.0,643 PUNGGOL CTRL
4750,2015-04,PUNGGOL,5 ROOM,110B,PUNGGOL FIELD,16 TO 18,110.0,Improved,2003,87,465000.0,110B PUNGGOL FIELD
4751,2015-04,PUNGGOL,5 ROOM,110C,PUNGGOL FIELD,04 TO 06,110.0,Improved,2003,87,465000.0,110C PUNGGOL FIELD
4752,2015-04,PUNGGOL,5 ROOM,171C,EDGEDALE PLAINS,07 TO 09,110.0,Improved,2004,87,468000.0,171C EDGEDALE PLAINS
4753,2015-04,PUNGGOL,5 ROOM,297,PUNGGOL CTRL,04 TO 06,110.0,Premium Apartment,2003,87,468000.0,297 PUNGGOL CTRL
4754,2015-04,PUNGGOL,5 ROOM,293,PUNGGOL CTRL,10 TO 12,110.0,Premium Apartment,2003,87,470000.0,293 PUNGGOL CTRL
4755,2015-04,PUNGGOL,5 ROOM,646,PUNGGOL CTRL,10 TO 12,110.0,Premium Apartment,2005,88,470000.0,646 PUNGGOL CTRL
4756,2015-04,PUNGGOL,5 ROOM,646,PUNGGOL CTRL,13 TO 15,110.0,Premium Apartment,2005,88,483000.0,646 PUNGGOL CTRL
4757,2015-04,PUNGGOL,5 ROOM,642C,PUNGGOL DR,16 TO 18,110.0,Premium Apartment,2005,88,485000.0,642C PUNGGOL DR
4758,2015-04,PUNGGOL,5 ROOM,296,PUNGGOL CTRL,07 TO 09,110.0,Premium Apartment,2003,87,490000.0,296 PUNGGOL CTRL
4759,2015-04,PUNGGOL,5 ROOM,296,PUNGGOL CTRL,07 TO 09,110.0,Premium Apartment,2003,87,492000.0,296 PUNGGOL CTRL
4760,2015-04,PUNGGOL,5 ROOM,162A,PUNGGOL CTRL,16 TO 18,114.0,Premium Apartment,2004,88,512000.0,162A PUNGGOL CTRL
4761,2015-04,PUNGGOL,5 ROOM,293,PUNGGOL CTRL,07 TO 09,110.0,Premium Apartment,2003,87,515000.0,293 PUNGGOL CTRL
4762,2015-04,PUNGGOL,EXECUTIVE,115,EDGEFIELD PLAINS,07 TO 09,130.0,Premium Apartment,2003,87,548000.0,115 EDGEFIELD PLAINS
4763,2015-04,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,10 TO 12,46.0,Standard,1967,50,238000.0,81 C'WEALTH CL
4764,2015-04,QUEENSTOWN,3 ROOM,87,C'WEALTH CL,01 TO 03,58.0,Standard,1967,50,305000.0,87 C'WEALTH CL
4765,2015-04,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,13 TO 15,60.0,Standard,1967,50,310000.0,83 C'WEALTH CL
4766,2015-04,QUEENSTOWN,3 ROOM,154,MEI LING ST,01 TO 03,67.0,Improved,1970,53,342000.0,154 MEI LING ST
4767,2015-04,QUEENSTOWN,3 ROOM,4,HOLLAND CL,13 TO 15,65.0,Improved,1974,58,355000.0,4 HOLLAND CL
4768,2015-04,QUEENSTOWN,3 ROOM,168,STIRLING RD,07 TO 09,60.0,Improved,1971,54,360000.0,168 STIRLING RD
4769,2015-04,QUEENSTOWN,3 ROOM,157,MEI LING ST,07 TO 09,69.0,Improved,1970,53,373000.0,157 MEI LING ST
4770,2015-04,QUEENSTOWN,3 ROOM,9,HOLLAND AVE,07 TO 09,65.0,Improved,1974,58,378000.0,9 HOLLAND AVE
4771,2015-04,QUEENSTOWN,3 ROOM,1,GHIM MOH RD,10 TO 12,65.0,Improved,1976,60,380000.0,1 GHIM MOH RD
4772,2015-04,QUEENSTOWN,3 ROOM,23A,QUEEN'S CL,19 TO 21,76.0,Improved,1973,57,380000.0,23A QUEEN'S CL
4773,2015-04,QUEENSTOWN,3 ROOM,19,GHIM MOH RD,04 TO 06,65.0,Improved,1977,61,383000.0,19 GHIM MOH RD
4774,2015-04,QUEENSTOWN,3 ROOM,153,MEI LING ST,10 TO 12,83.0,Improved,1970,53,435000.0,153 MEI LING ST
4775,2015-04,QUEENSTOWN,3 ROOM,160,MEI LING ST,10 TO 12,72.0,Improved,1970,54,440000.0,160 MEI LING ST
4776,2015-04,QUEENSTOWN,3 ROOM,12,HOLLAND AVE,04 TO 06,65.0,Improved,1975,58,450000.0,12 HOLLAND AVE
4777,2015-04,QUEENSTOWN,3 ROOM,11,HOLLAND DR,16 TO 18,65.0,Improved,1975,58,460000.0,11 HOLLAND DR
4778,2015-04,QUEENSTOWN,3 ROOM,28B,DOVER CRES,19 TO 21,70.0,Model A,2012,95,486000.0,28B DOVER CRES
4779,2015-04,QUEENSTOWN,3 ROOM,28C,DOVER CRES,19 TO 21,70.0,Model A,2012,95,508000.0,28C DOVER CRES
4780,2015-04,QUEENSTOWN,3 ROOM,90,TANGLIN HALT RD,10 TO 12,60.0,Model A,2008,92,510000.0,90 TANGLIN HALT RD
4781,2015-04,QUEENSTOWN,4 ROOM,23B,QUEEN'S CL,01 TO 03,89.0,Improved,1973,57,400000.0,23B QUEEN'S CL
4782,2015-04,QUEENSTOWN,4 ROOM,168A,QUEENSWAY,04 TO 06,84.0,Improved,1974,58,450000.0,168A QUEENSWAY
4783,2015-04,QUEENSTOWN,4 ROOM,19,DOVER CRES,01 TO 03,87.0,Model A,2003,87,534000.0,19 DOVER CRES
4784,2015-04,QUEENSTOWN,4 ROOM,23,DOVER CRES,01 TO 03,88.0,Improved,1976,60,545000.0,23 DOVER CRES
4785,2015-04,QUEENSTOWN,4 ROOM,181,STIRLING RD,04 TO 06,95.0,Model A,2000,84,600000.0,181 STIRLING RD
4786,2015-04,QUEENSTOWN,4 ROOM,18,DOVER CRES,04 TO 06,92.0,Model A,2003,87,605000.0,18 DOVER CRES
4787,2015-04,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,07 TO 09,85.0,Model A,2008,92,605000.0,91 TANGLIN HALT RD
4788,2015-04,QUEENSTOWN,4 ROOM,11,HOLLAND DR,10 TO 12,88.0,Improved,1975,58,615000.0,11 HOLLAND DR
4789,2015-04,QUEENSTOWN,4 ROOM,30A,HOLLAND CL,04 TO 06,106.0,Model A,1997,81,640000.0,30A HOLLAND CL
4790,2015-04,QUEENSTOWN,4 ROOM,28B,DOVER CRES,04 TO 06,88.0,Model A,2012,95,660000.0,28B DOVER CRES
4791,2015-04,QUEENSTOWN,4 ROOM,28B,DOVER CRES,25 TO 27,88.0,Model A,2012,95,685000.0,28B DOVER CRES
4792,2015-04,QUEENSTOWN,4 ROOM,51,STRATHMORE AVE,16 TO 18,90.0,Model A,2006,90,685000.0,51 STRATHMORE AVE
4793,2015-04,QUEENSTOWN,4 ROOM,18B,HOLLAND DR,28 TO 30,87.0,Model A,2012,96,730000.0,18B HOLLAND DR
4794,2015-04,QUEENSTOWN,4 ROOM,18B,HOLLAND DR,13 TO 15,87.0,Model A,2012,96,760000.0,18B HOLLAND DR
4795,2015-04,QUEENSTOWN,4 ROOM,50,STRATHMORE AVE,28 TO 30,90.0,Model A,2006,90,770000.0,50 STRATHMORE AVE
4796,2015-04,QUEENSTOWN,4 ROOM,18D,HOLLAND DR,25 TO 27,92.0,Model A,2012,96,788000.0,18D HOLLAND DR
4797,2015-04,QUEENSTOWN,5 ROOM,26,DOVER CRES,01 TO 03,123.0,Standard,1978,61,670000.0,26 DOVER CRES
4798,2015-04,QUEENSTOWN,5 ROOM,7,GHIM MOH RD,13 TO 15,119.0,Standard,1977,60,710000.0,7 GHIM MOH RD
4799,2015-04,QUEENSTOWN,5 ROOM,18C,HOLLAND DR,07 TO 09,117.0,Improved,2012,96,858000.0,18C HOLLAND DR
4800,2015-04,QUEENSTOWN,5 ROOM,21,HOLLAND DR,16 TO 18,117.0,Standard,1975,58,865000.0,21 HOLLAND DR
4801,2015-04,QUEENSTOWN,5 ROOM,20,HOLLAND DR,16 TO 18,117.0,Standard,1975,58,870000.0,20 HOLLAND DR
4802,2015-04,SEMBAWANG,4 ROOM,482,ADMIRALTY LINK,01 TO 03,86.0,Model A2,2004,87,320000.0,482 ADMIRALTY LINK
4803,2015-04,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,01 TO 03,94.0,Model A,2010,94,330000.0,489 ADMIRALTY LINK
4804,2015-04,SEMBAWANG,4 ROOM,484,ADMIRALTY LINK,10 TO 12,90.0,Model A,2003,87,340000.0,484 ADMIRALTY LINK
4805,2015-04,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,04 TO 06,94.0,Model A,2010,94,352000.0,489 ADMIRALTY LINK
4806,2015-04,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,01 TO 03,94.0,Model A,2010,94,358000.0,489 ADMIRALTY LINK
4807,2015-04,SEMBAWANG,4 ROOM,473,SEMBAWANG DR,10 TO 12,90.0,Model A,2000,84,360000.0,473 SEMBAWANG DR
4808,2015-04,SEMBAWANG,4 ROOM,490,ADMIRALTY LINK,04 TO 06,94.0,Model A,2010,94,360000.0,490 ADMIRALTY LINK
4809,2015-04,SEMBAWANG,4 ROOM,341B,SEMBAWANG CL,04 TO 06,95.0,Premium Apartment,2001,85,360000.0,341B SEMBAWANG CL
4810,2015-04,SEMBAWANG,4 ROOM,315,SEMBAWANG VISTA,04 TO 06,100.0,Model A,1999,82,365000.0,315 SEMBAWANG VISTA
4811,2015-04,SEMBAWANG,4 ROOM,466C,SEMBAWANG DR,10 TO 12,91.0,Premium Apartment,2006,89,368000.0,466C SEMBAWANG DR
4812,2015-04,SEMBAWANG,4 ROOM,480,SEMBAWANG DR,10 TO 12,91.0,Model A,2000,84,368000.0,480 SEMBAWANG DR
4813,2015-04,SEMBAWANG,4 ROOM,491,ADMIRALTY LINK,19 TO 21,91.0,Model A,2004,88,370000.0,491 ADMIRALTY LINK
4814,2015-04,SEMBAWANG,4 ROOM,508A,WELLINGTON CIRCLE,07 TO 09,85.0,Model A,2004,88,370000.0,508A WELLINGTON CIRCLE
4815,2015-04,SEMBAWANG,4 ROOM,303,CANBERRA RD,07 TO 09,100.0,Model A,1998,82,375000.0,303 CANBERRA RD
4816,2015-04,SEMBAWANG,4 ROOM,333,SEMBAWANG CL,07 TO 09,101.0,Model A,1999,83,375000.0,333 SEMBAWANG CL
4817,2015-04,SEMBAWANG,4 ROOM,467B,ADMIRALTY DR,04 TO 06,102.0,Premium Apartment,2001,85,375000.0,467B ADMIRALTY DR
4818,2015-04,SEMBAWANG,4 ROOM,466C,SEMBAWANG DR,19 TO 21,91.0,Premium Apartment,2006,89,376888.0,466C SEMBAWANG DR
4819,2015-04,SEMBAWANG,4 ROOM,360A,ADMIRALTY DR,10 TO 12,94.0,Premium Apartment,2001,85,380000.0,360A ADMIRALTY DR
4820,2015-04,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,07 TO 09,96.0,Model A,2010,94,385888.0,489 ADMIRALTY LINK
4821,2015-04,SEMBAWANG,4 ROOM,357C,ADMIRALTY DR,07 TO 09,95.0,Premium Apartment,2001,85,390000.0,357C ADMIRALTY DR
4822,2015-04,SEMBAWANG,5 ROOM,424,CANBERRA RD,04 TO 06,110.0,Improved,2001,85,360000.0,424 CANBERRA RD
4823,2015-04,SEMBAWANG,5 ROOM,425,CANBERRA RD,07 TO 09,110.0,Improved,2001,85,369000.0,425 CANBERRA RD
4824,2015-04,SEMBAWANG,5 ROOM,354A,ADMIRALTY DR,01 TO 03,110.0,Improved,2002,85,385000.0,354A ADMIRALTY DR
4825,2015-04,SEMBAWANG,5 ROOM,509B,WELLINGTON CIRCLE,07 TO 09,110.0,Improved,2004,88,405000.0,509B WELLINGTON CIRCLE
4826,2015-04,SEMBAWANG,5 ROOM,329,SEMBAWANG CL,01 TO 03,115.0,Improved,1999,83,406000.0,329 SEMBAWANG CL
4827,2015-04,SEMBAWANG,5 ROOM,484,ADMIRALTY LINK,10 TO 12,110.0,Improved,2003,87,410000.0,484 ADMIRALTY LINK
4828,2015-04,SEMBAWANG,5 ROOM,322,SEMBAWANG CL,01 TO 03,123.0,Improved,1999,83,415000.0,322 SEMBAWANG CL
4829,2015-04,SEMBAWANG,5 ROOM,351A,CANBERRA RD,04 TO 06,110.0,Improved,2001,85,439888.0,351A CANBERRA RD
4830,2015-04,SEMBAWANG,5 ROOM,313,SEMBAWANG DR,13 TO 15,120.0,Improved,1999,82,441000.0,313 SEMBAWANG DR
4831,2015-04,SEMBAWANG,5 ROOM,300,CANBERRA RD,07 TO 09,120.0,Improved,1998,82,446888.0,300 CANBERRA RD
4832,2015-04,SEMBAWANG,5 ROOM,321,SEMBAWANG CL,13 TO 15,122.0,Improved,1999,83,448000.0,321 SEMBAWANG CL
4833,2015-04,SEMBAWANG,EXECUTIVE,467,ADMIRALTY DR,10 TO 12,142.0,Premium Apartment,2001,85,425000.0,467 ADMIRALTY DR
4834,2015-04,SEMBAWANG,EXECUTIVE,339A,SEMBAWANG CL,04 TO 06,131.0,Premium Apartment,2001,85,480000.0,339A SEMBAWANG CL
4835,2015-04,SEMBAWANG,EXECUTIVE,472,SEMBAWANG DR,13 TO 15,130.0,Apartment,2000,84,490000.0,472 SEMBAWANG DR
4836,2015-04,SEMBAWANG,EXECUTIVE,357,ADMIRALTY DR,07 TO 09,133.0,Premium Apartment,2001,85,500000.0,357 ADMIRALTY DR
4837,2015-04,SEMBAWANG,EXECUTIVE,336,SEMBAWANG CRES,10 TO 12,136.0,Apartment,1999,83,525000.0,336 SEMBAWANG CRES
4838,2015-04,SEMBAWANG,EXECUTIVE,504A,MONTREAL DR,13 TO 15,130.0,Apartment,2001,85,530000.0,504A MONTREAL DR
4839,2015-04,SEMBAWANG,EXECUTIVE,341,SEMBAWANG CL,13 TO 15,131.0,Premium Apartment,2001,85,535000.0,341 SEMBAWANG CL
4840,2015-04,SENGKANG,3 ROOM,302B,ANCHORVALE LINK,04 TO 06,83.0,Model A,2007,91,315000.0,302B ANCHORVALE LINK
4841,2015-04,SENGKANG,3 ROOM,441A,FERNVALE RD,13 TO 15,69.0,Model A,2012,95,373000.0,441A FERNVALE RD
4842,2015-04,SENGKANG,3 ROOM,439C,SENGKANG WEST AVE,16 TO 18,69.0,Model A,2011,94,375000.0,439C SENGKANG WEST AVE
4843,2015-04,SENGKANG,4 ROOM,306A,ANCHORVALE LINK,16 TO 18,90.0,Model A,2002,86,350000.0,306A ANCHORVALE LINK
4844,2015-04,SENGKANG,4 ROOM,184C,RIVERVALE CRES,07 TO 09,85.0,Model A2,2003,87,358000.0,184C RIVERVALE CRES
4845,2015-04,SENGKANG,4 ROOM,122E,RIVERVALE DR,01 TO 03,90.0,Model A,2000,84,362000.0,122E RIVERVALE DR
4846,2015-04,SENGKANG,4 ROOM,124B,RIVERVALE DR,13 TO 15,90.0,Model A2,1999,83,363000.0,124B RIVERVALE DR
4847,2015-04,SENGKANG,4 ROOM,150,RIVERVALE CRES,01 TO 03,91.0,Model A,2005,89,365000.0,150 RIVERVALE CRES
4848,2015-04,SENGKANG,4 ROOM,125,RIVERVALE ST,07 TO 09,100.0,Model A,1999,83,370000.0,125 RIVERVALE ST
4849,2015-04,SENGKANG,4 ROOM,291D,COMPASSVALE ST,10 TO 12,90.0,Model A,2001,85,372000.0,291D COMPASSVALE ST
4850,2015-04,SENGKANG,4 ROOM,183D,RIVERVALE CRES,13 TO 15,85.0,Model A2,2003,87,375000.0,183D RIVERVALE CRES
4851,2015-04,SENGKANG,4 ROOM,116A,RIVERVALE DR,07 TO 09,95.0,Model A,2000,84,375000.0,116A RIVERVALE DR
4852,2015-04,SENGKANG,4 ROOM,295A,COMPASSVALE CRES,04 TO 06,90.0,Model A,2002,85,380000.0,295A COMPASSVALE CRES
4853,2015-04,SENGKANG,4 ROOM,298B,COMPASSVALE ST,07 TO 09,94.0,Premium Apartment,2001,85,380000.0,298B COMPASSVALE ST
4854,2015-04,SENGKANG,4 ROOM,193,RIVERVALE DR,07 TO 09,91.0,Model A,2001,85,382000.0,193 RIVERVALE DR
4855,2015-04,SENGKANG,4 ROOM,130,RIVERVALE ST,01 TO 03,100.0,Model A,1999,82,382000.0,130 RIVERVALE ST
4856,2015-04,SENGKANG,4 ROOM,157D,RIVERVALE CRES,13 TO 15,94.0,Premium Apartment,2003,87,383000.0,157D RIVERVALE CRES
4857,2015-04,SENGKANG,4 ROOM,119B,RIVERVALE DR,07 TO 09,101.0,Premium Apartment,2001,84,383888.0,119B RIVERVALE DR
4858,2015-04,SENGKANG,4 ROOM,323B,SENGKANG EAST WAY,01 TO 03,90.0,Model A,2002,86,385000.0,323B SENGKANG EAST WAY
4859,2015-04,SENGKANG,4 ROOM,317A,ANCHORVALE RD,01 TO 03,92.0,Premium Apartment,2003,87,390000.0,317A ANCHORVALE RD
4860,2015-04,SENGKANG,4 ROOM,190B,RIVERVALE DR,07 TO 09,96.0,Model A,2000,84,390000.0,190B RIVERVALE DR
4861,2015-04,SENGKANG,4 ROOM,439C,SENGKANG WEST AVE,01 TO 03,94.0,Model A,2011,94,399000.0,439C SENGKANG WEST AVE
4862,2015-04,SENGKANG,4 ROOM,441C,FERNVALE RD,04 TO 06,93.0,Model A,2012,95,405000.0,441C FERNVALE RD
4863,2015-04,SENGKANG,4 ROOM,153,RIVERVALE CRES,13 TO 15,90.0,Model A,2005,89,408000.0,153 RIVERVALE CRES
4864,2015-04,SENGKANG,4 ROOM,439B,SENGKANG WEST AVE,01 TO 03,94.0,Model A,2011,94,408000.0,439B SENGKANG WEST AVE
4865,2015-04,SENGKANG,4 ROOM,248,COMPASSVALE RD,04 TO 06,96.0,Model A,2000,84,410000.0,248 COMPASSVALE RD
4866,2015-04,SENGKANG,4 ROOM,232,COMPASSVALE WALK,10 TO 12,101.0,Model A,1999,83,410000.0,232 COMPASSVALE WALK
4867,2015-04,SENGKANG,4 ROOM,207D,COMPASSVALE LANE,13 TO 15,92.0,Model A,2005,89,412000.0,207D COMPASSVALE LANE
4868,2015-04,SENGKANG,4 ROOM,262A,COMPASSVALE ST,10 TO 12,90.0,Model A,2001,85,415000.0,262A COMPASSVALE ST
4869,2015-04,SENGKANG,4 ROOM,301B,ANCHORVALE DR,10 TO 12,90.0,Model A,2001,85,418000.0,301B ANCHORVALE DR
4870,2015-04,SENGKANG,4 ROOM,209C,COMPASSVALE LANE,07 TO 09,92.0,Model A,2011,95,420000.0,209C COMPASSVALE LANE
4871,2015-04,SENGKANG,4 ROOM,114,RIVERVALE WALK,07 TO 09,103.0,Model A,1998,82,421000.0,114 RIVERVALE WALK
4872,2015-04,SENGKANG,4 ROOM,208A,COMPASSVALE LANE,01 TO 03,92.0,Model A,2011,95,425000.0,208A COMPASSVALE LANE
4873,2015-04,SENGKANG,4 ROOM,408B,FERNVALE RD,16 TO 18,95.0,Premium Apartment,2004,88,425000.0,408B FERNVALE RD
4874,2015-04,SENGKANG,4 ROOM,441C,FERNVALE RD,07 TO 09,93.0,Model A,2012,95,432000.0,441C FERNVALE RD
4875,2015-04,SENGKANG,4 ROOM,441A,FERNVALE RD,13 TO 15,93.0,Model A,2012,95,435000.0,441A FERNVALE RD
4876,2015-04,SENGKANG,4 ROOM,439A,SENGKANG WEST AVE,16 TO 18,94.0,Model A,2011,94,450000.0,439A SENGKANG WEST AVE
4877,2015-04,SENGKANG,4 ROOM,441A,FERNVALE RD,19 TO 21,94.0,Model A,2012,95,455000.0,441A FERNVALE RD
4878,2015-04,SENGKANG,4 ROOM,272A,SENGKANG CTRL,01 TO 03,90.0,Premium Apartment,2009,93,455000.0,272A SENGKANG CTRL
